;day;hour;minute;fail_fee;amount;3D_secured;enc_PSP;enc_card;enc_weekday;current_number_of_try
38859;14;6;32;0,5;210;0;2;2;4;1
41686;18;2;4;1,0;148;0;3;2;1;1
5019;5;12;35;0,5;215;0;2;1;2;1
40120;15;20;36;1,0;215;0;3;2;0;2
24136;29;10;9;1,0;113;0;3;1;5;1
21367;25;11;35;2,0;269;0;1;1;0;1
31595;6;2;32;0,5;19;0;2;2;6;1
34615;9;6;46;2,0;68;0;1;1;2;1
23134;28;4;59;1,0;234;0;3;1;1;1
40211;15;23;7;1,0;94;0;3;1;0;1
46195;23;17;56;2,0;210;0;1;1;2;1
34788;9;12;15;1,0;214;1;3;1;2;1
38637;14;0;17;1,0;297;0;3;1;4;4
4334;4;19;1;2,0;30;1;1;2;0;1
42978;19;14;34;1,0;278;0;3;0;5;1
21933;26;8;6;2,0;73;0;1;1;2;1
28370;2;22;53;1,0;375;1;3;1;2;1
34876;9;15;8;1,0;197;0;3;1;2;2
15396;17;16;51;1,0;322;0;3;0;4;1
26908;1;13;51;1,0;174;0;3;1;0;3
15904;18;10;33;0,5;246;0;2;0;0;1
9453;10;10;23;1,0;88;0;3;1;4;1
34310;8;21;55;1,0;313;0;3;1;0;3
30147;4;17;46;0,5;346;0;2;1;1;4
8673;9;13;37;2,0;200;1;1;1;6;1
25436;30;22;42;1,0;321;0;3;1;6;1
8460;9;8;20;1,0;284;0;3;1;6;2
27664;2;6;38;1,0;255;1;3;2;2;1
17677;21;0;13;0,5;149;0;2;1;1;1
668;1;12;43;1,0;187;0;3;2;5;4
13939;15;23;19;1,0;187;0;3;2;5;1
33089;7;14;16;2,0;323;0;1;2;4;2
42290;18;18;54;0,5;116;0;2;0;1;1
15227;17;11;58;1,0;329;0;3;1;4;4
40301;16;2;14;1,0;156;0;3;1;2;1
47099;25;3;47;0,5;278;0;2;1;1;6
10130;11;3;42;1,0;194;0;3;2;0;1
26320;1;1;7;1,0;350;1;3;1;0;1
25427;30;22;38;0,5;111;0;2;1;6;3
24284;29;14;10;5,0;67;0;0;1;5;2
812;1;15;32;0,5;164;0;2;1;5;2
24040;29;7;23;2,0;88;1;1;1;5;2
32452;6;22;45;1,0;183;0;3;1;6;2
17843;21;4;43;2,0;319;0;1;1;1;1
37314;12;14;17;1,0;169;1;3;2;5;2
26953;1;15;6;0,5;57;1;2;2;0;1
30322;4;21;44;0,5;378;0;2;1;1;6
14681;16;20;35;0,5;129;0;2;2;6;3
2101;2;17;58;1,0;75;0;3;1;6;1
45818;23;5;33;0,5;130;0;2;1;2;1
27709;2;7;49;2,0;156;1;1;2;2;1
11403;12;17;23;1,0;119;1;3;2;2;1
9421;10;9;33;1,0;120;0;3;0;4;2
47961;26;4;23;1,0;294;0;3;2;5;1
23237;28;8;28;1,0;296;0;3;2;1;4
48932;27;6;35;2,0;116;1;1;2;6;2
50233;28;21;4;0,5;359;0;2;2;4;2
41579;17;22;54;1,0;150;0;3;0;3;3
9439;10;10;8;2,0;24;0;1;2;4;1
5737;6;10;12;1,0;255;0;3;0;3;1
24836;30;4;53;0,5;297;0;2;0;6;2
46161;23;16;52;2,0;280;0;1;1;2;1
40765;16;16;57;2,0;221;0;1;1;2;1
11579;13;0;30;0,5;164;0;2;1;3;1
6251;7;2;11;2,0;147;0;1;1;1;1
4069;4;12;34;0,5;115;0;2;1;0;5
5635;6;7;11;1,0;278;0;3;0;3;1
19795;23;11;58;1,0;181;0;3;0;6;1
11888;13;12;12;1,0;178;0;3;1;3;2
7983;8;19;46;1,0;245;0;3;2;5;1
45112;22;5;53;1,0;220;0;3;2;0;1
3369;3;20;20;5,0;228;0;0;1;4;3
42749;19;7;58;1,0;121;0;3;1;5;2
8649;9;12;54;0,5;171;1;2;1;6;3
30060;4;15;55;1,0;163;0;3;1;1;2
32106;6;14;36;0,5;169;0;2;0;6;1
42242;18;17;30;2,0;211;0;1;1;1;1
35726;10;21;7;1,0;294;0;3;1;3;1
11724;13;6;12;1,0;164;0;3;1;3;1
30710;5;6;36;0,5;131;0;2;1;5;1
5320;5;21;20;1,0;205;0;3;1;2;1
8441;9;7;49;2,0;264;1;1;1;6;3
22226;26;19;12;1,0;66;1;3;0;2;3
45459;22;16;51;0,5;384;0;2;2;0;3
24387;29;16;52;1,0;206;1;3;0;5;4
45052;22;3;28;1,0;379;0;3;1;0;1
17783;21;2;47;2,0;126;0;1;1;1;2
11880;13;11;55;5,0;146;0;0;2;3;1
11366;12;16;0;0,5;178;0;2;2;2;1
49022;27;9;27;2,0;172;0;1;1;6;1
11649;13;3;10;5,0;19;0;0;1;3;2
49984;28;13;36;1,0;269;0;3;1;4;2
26701;1;9;50;2,0;90;0;1;1;0;1
23756;28;23;25;1,0;218;1;3;2;1;1
32856;7;8;17;0,5;74;0;2;2;4;1
41808;18;5;31;1,0;199;0;3;1;1;1
49822;28;8;37;1,0;200;1;3;2;4;1
3008;3;12;51;1,0;160;0;3;1;4;1
29918;4;13;0;1,0;229;0;3;2;1;3
5866;6;14;18;1,0;269;0;3;2;3;2
32641;7;3;17;1,0;131;0;3;2;4;1
34018;8;14;10;1,0;262;0;3;0;0;1
24314;29;14;52;1,0;153;0;3;1;5;3
47154;25;5;12;1,0;329;0;3;1;1;2
29046;3;16;46;1,0;323;1;3;1;3;1
31919;6;10;22;5,0;419;1;0;1;6;2
46508;24;4;55;2,0;142;0;1;0;3;1
38821;14;5;44;1,0;177;0;3;2;4;2
29353;4;0;52;0,5;276;0;2;2;1;5
49856;28;9;54;1,0;325;0;3;2;4;3
33671;8;4;44;1,0;233;0;3;0;0;2
24467;29;18;50;5,0;246;1;0;2;5;3
17074;19;23;42;0,5;209;0;2;1;2;1
39883;15;14;20;1,0;76;0;3;1;0;1
36795;12;0;48;0,5;208;0;2;2;5;1
48320;26;13;11;1,0;126;0;3;0;5;2
6864;7;17;50;1,0;216;0;3;1;1;4
42921;19;12;57;2,0;136;0;1;0;5;1
36662;11;21;28;1,0;475;0;3;1;1;1
49336;27;18;44;1,0;295;0;3;1;6;1
48464;26;17;29;1,0;95;1;3;0;5;1
20004;23;18;1;1,0;142;0;3;1;6;1
8678;9;13;38;1,0;200;1;3;1;6;6
32414;6;21;57;2,0;223;0;1;1;6;2
32638;7;3;11;2,0;191;0;1;1;4;1
19264;22;20;30;1,0;105;0;3;1;5;2
10227;11;6;13;0,5;341;1;2;0;0;1
41055;17;3;31;5,0;238;0;0;2;3;1
42920;19;12;53;0,5;179;0;2;2;5;1
15301;17;14;14;1,0;153;0;3;1;4;1
46198;23;17;58;1,0;266;0;3;2;2;3
32960;7;10;51;0,5;180;1;2;2;4;1
23971;29;5;8;0,5;94;0;2;1;5;1
48324;26;13;22;1,0;106;0;3;2;5;1
24117;29;9;39;1,0;134;0;3;0;5;4
12707;14;15;40;0,5;214;0;2;2;1;1
19578;23;5;55;1,0;83;0;3;1;6;3
22251;26;20;6;1,0;204;0;3;0;2;1
35893;11;2;24;0,5;432;0;2;1;1;1
15925;18;11;13;2,0;300;0;1;1;0;2
42495;19;0;48;2,0;183;0;1;1;5;5
33599;8;2;50;5,0;231;1;0;2;0;1
22945;27;23;33;1,0;155;0;3;1;3;1
18328;21;18;21;0,5;109;0;2;2;1;1
31060;5;14;34;0,5;100;0;2;2;5;3
16623;19;9;7;2,0;228;1;1;0;2;2
2002;2;15;46;1,0;201;0;3;2;6;1
8937;9;20;29;0,5;282;0;2;1;6;1
46349;23;22;49;0,5;172;0;2;0;2;1
28256;2;20;42;2,0;121;0;1;1;2;1
5999;6;18;41;1,0;114;0;3;2;3;2
21557;25;18;36;0,5;38;1;2;1;0;1
29280;3;22;37;1,0;285;1;3;0;3;2
15573;17;23;0;0,5;196;0;2;1;4;1
38903;14;7;44;2,0;134;0;1;1;4;1
8843;9;18;1;1,0;237;1;3;1;6;3
39475;15;1;29;1,0;161;0;3;1;0;4
24655;30;0;2;2,0;177;0;1;2;6;1
41851;18;6;33;2,0;229;1;1;0;1;3
14636;16;19;36;5,0;190;0;0;2;6;1
14097;16;4;13;1,0;202;0;3;1;6;3
15860;18;9;5;2,0;170;0;1;0;0;3
16203;18;19;11;2,0;236;0;1;2;0;1
32156;6;15;33;0,5;84;1;2;1;6;1
14426;16;13;43;1,0;318;0;3;2;6;4
22421;27;2;3;1,0;131;1;3;2;3;1
13848;15;20;56;1,0;246;0;3;2;5;1
13711;15;17;8;1,0;241;0;3;1;5;1
13502;15;11;12;1,0;234;0;3;1;5;1
14347;16;11;23;2,0;311;0;1;2;6;1
21771;26;1;47;1,0;198;0;3;0;2;1
41048;17;3;18;2,0;264;1;1;1;3;2
17085;20;0;13;2,0;251;0;1;2;3;1
41343;17;14;46;0,5;101;0;2;0;3;3
42276;18;18;25;2,0;103;0;1;0;1;1
6405;7;6;4;1,0;148;0;3;1;1;1
10133;11;3;47;1,0;59;0;3;1;0;1
38720;14;2;46;0,5;267;0;2;1;4;1
22345;26;23;26;1,0;297;0;3;2;2;1
14992;17;4;48;1,0;201;1;3;2;4;1
9500;10;11;43;1,0;271;0;3;1;4;3
27795;2;10;26;0,5;190;0;2;2;2;1
15716;18;3;45;1,0;267;0;3;2;0;1
46727;24;14;6;5,0;24;1;0;0;3;1
32603;7;2;4;1,0;69;0;3;1;4;5
30323;4;21;46;1,0;231;0;3;2;1;1
22017;26;11;13;1,0;234;1;3;1;2;1
29325;4;0;8;5,0;264;0;0;1;1;2
13191;15;3;53;1,0;208;0;3;0;5;2
47437;25;13;6;2,0;299;0;1;1;1;1
21084;25;2;20;5,0;69;1;0;1;0;1
42471;19;0;21;1,0;412;1;3;0;5;3
8056;8;21;36;1,0;257;1;3;1;5;1
32114;6;14;49;0,5;234;0;2;2;6;1
42372;18;21;22;1,0;131;0;3;0;1;2
35099;9;22;10;0,5;158;1;2;1;2;2
16641;19;9;48;2,0;342;1;1;0;2;2
45023;22;2;35;0,5;188;0;2;0;0;4
2134;2;18;48;0,5;158;0;2;0;6;2
16464;19;3;56;1,0;163;0;3;0;2;1
46300;23;21;18;1,0;225;1;3;2;2;4
38306;13;15;2;2,0;204;0;1;2;6;1
335;1;6;48;1,0;190;0;3;1;5;5
17399;20;11;54;1,0;87;0;3;1;3;2
31877;6;9;28;0,5;194;1;2;1;6;1
41190;17;9;0;1,0;297;0;3;0;3;3
5768;6;11;0;1,0;153;0;3;1;3;2
41092;17;4;51;1,0;158;0;3;0;3;1
9567;10;13;31;0,5;255;0;2;1;4;1
37059;12;7;11;1,0;157;0;3;1;5;5
15642;18;1;7;1,0;279;0;3;1;0;2
47753;25;22;19;2,0;46;0;1;0;1;1
14790;16;23;28;0,5;167;0;2;1;6;1
47173;25;5;43;1,0;334;0;3;1;1;1
46117;23;15;26;5,0;244;0;0;1;2;2
45419;22;15;44;0,5;262;0;2;2;0;2
22991;28;0;57;5,0;191;0;0;1;1;1
38946;14;8;53;0,5;192;0;2;1;4;1
21807;26;3;26;1,0;45;0;3;0;2;2
45868;23;7;12;2,0;38;0;1;1;2;1
4245;4;16;48;0,5;291;0;2;2;0;3
12102;13;21;29;1,0;181;0;3;0;3;1
15279;17;13;23;5,0;232;0;0;0;4;2
28281;2;21;9;1,0;244;1;3;1;2;1
14466;16;14;45;1,0;211;0;3;0;6;2
1224;1;23;22;1,0;125;0;3;1;5;1
5143;5;15;48;1,0;440;0;3;2;2;1
7709;8;13;25;1,0;236;1;3;1;5;3
638;1;12;12;1,0;36;1;3;2;5;4
40204;15;22;51;1,0;299;0;3;1;0;3
21088;25;2;25;2,0;161;0;1;1;0;4
12633;14;13;22;1,0;312;0;3;1;1;1
10318;11;8;32;1,0;114;0;3;1;0;1
48018;26;5;55;0,5;305;0;2;1;5;1
32135;6;15;9;1,0;340;0;3;1;6;4
7733;8;13;55;1,0;126;0;3;2;5;1
23699;28;21;30;1,0;28;0;3;1;1;1
27263;1;21;47;0,5;48;0;2;2;0;1
38005;13;7;11;1,0;70;0;3;2;6;1
26221;31;22;31;2,0;76;1;1;1;4;1
24075;29;8;30;1,0;447;0;3;1;5;3
5130;5;15;17;1,0;37;0;3;2;2;3
26509;1;5;18;1,0;111;0;3;1;0;3
19974;23;16;59;0,5;156;0;2;1;6;1
48087;26;7;47;2,0;97;1;1;2;5;2
45878;23;7;29;1,0;155;0;3;2;2;1
34204;8;18;50;1,0;203;0;3;1;0;2
32149;6;15;26;1,0;221;1;3;2;6;2
20368;24;4;16;1,0;127;1;3;0;4;3
7447;8;7;34;1,0;35;0;3;1;5;1
48646;26;22;24;0,5;75;0;2;1;5;1
45725;23;2;29;0,5;247;0;2;1;2;2
34491;9;3;12;1,0;199;0;3;2;2;2
3381;3;20;36;0,5;267;1;2;1;4;1
29987;4;14;31;0,5;236;0;2;2;1;1
28239;2;20;14;1,0;231;0;3;0;2;4
34809;9;13;16;0,5;277;0;2;1;2;1
28210;2;19;38;1,0;355;0;3;2;2;5
23306;28;10;36;1,0;97;1;3;1;1;1
16547;19;6;36;2,0;182;0;1;1;2;1
37964;13;6;17;1,0;156;0;3;1;6;4
6104;6;22;24;2,0;36;0;1;1;3;1
10659;11;19;16;0,5;315;0;2;2;0;1
19906;23;14;52;1,0;460;0;3;1;6;1
43411;20;3;29;2,0;41;0;1;1;6;1
27922;2;13;28;1,0;283;0;3;1;2;4
45102;22;5;21;2,0;442;1;1;0;0;1
12679;14;14;50;2,0;20;0;1;2;1;2
32825;7;7;36;1,0;229;1;3;1;4;1
46392;24;0;5;0,5;161;0;2;1;3;1
6799;7;16;8;1,0;51;1;3;0;1;1
32868;7;8;42;1,0;317;0;3;0;4;1
2480;3;1;32;5,0;338;0;0;2;4;2
27863;2;12;12;0,5;248;1;2;2;2;3
10830;11;23;40;2,0;27;0;1;0;0;3
37108;12;8;43;0,5;256;0;2;1;5;1
38863;14;6;33;1,0;210;0;3;2;4;5
10515;11;14;41;0,5;190;0;2;1;0;1
29904;4;12;38;1,0;247;0;3;2;1;1
40881;16;20;48;1,0;240;1;3;2;2;2
13982;16;0;36;0,5;88;1;2;1;6;1
8973;9;21;32;1,0;97;0;3;0;6;1
13838;15;20;43;1,0;74;0;3;2;5;1
1639;2;8;10;0,5;114;0;2;1;6;1
11374;12;16;7;1,0;226;1;3;1;2;2
10083;11;2;19;0,5;272;0;2;0;0;1
41205;17;9;38;1,0;276;0;3;1;3;1
48274;26;11;58;0,5;181;0;2;2;5;1
30213;4;19;23;2,0;232;1;1;1;1;1
11614;13;2;4;1,0;229;1;3;1;3;2
13228;15;4;47;0,5;129;0;2;1;5;3
14081;16;3;47;5,0;289;0;0;2;6;1
41849;18;6;32;2,0;229;1;1;0;1;1
32553;7;0;53;1,0;178;0;3;2;4;1
12849;14;19;19;1,0;229;0;3;2;1;1
22316;26;22;23;0,5;315;0;2;0;2;3
7509;8;8;53;1,0;281;1;3;1;5;2
38732;14;3;0;5,0;124;0;0;1;4;1
41362;17;15;20;1,0;134;0;3;1;3;3
35317;10;5;58;0,5;68;0;2;2;3;1
40833;16;19;20;2,0;127;0;1;1;2;1
33702;8;5;17;0,5;241;0;2;0;0;1
44204;21;1;55;1,0;397;0;3;1;4;2
48305;26;12;52;1,0;128;1;3;1;5;2
19661;23;8;13;1,0;226;0;3;0;6;3
2465;3;1;13;0,5;188;0;2;0;4;1
16777;19;14;13;2,0;303;0;1;1;2;1
32170;6;16;10;1,0;70;0;3;1;6;1
44500;21;10;18;1,0;90;0;3;1;4;3
39705;15;9;2;1,0;286;0;3;2;0;1
13613;15;14;33;2,0;134;0;1;2;5;2
34563;9;5;30;0,5;259;0;2;1;2;1
38612;13;23;26;0,5;217;0;2;1;6;4
34448;9;1;51;5,0;188;0;0;1;2;2
28755;3;9;38;1,0;400;0;3;1;3;1
49944;28;12;31;1,0;269;0;3;2;4;2
20550;24;10;9;1,0;145;1;3;0;4;3
8808;9;16;46;0,5;163;0;2;2;6;1
45712;23;2;4;2,0;354;0;1;1;2;1
5566;6;4;54;0,5;138;0;2;1;3;3
22381;27;0;34;2,0;259;0;1;1;3;1
7608;8;10;57;1,0;37;0;3;2;5;4
48913;27;5;55;0,5;317;1;2;1;6;1
20888;24;20;49;0,5;134;0;2;0;4;2
24946;30;8;22;2,0;287;0;1;1;6;4
1437;2;3;59;2,0;92;0;1;2;6;7
43554;20;7;52;2,0;98;1;1;0;6;1
42629;19;4;47;1,0;344;0;3;0;5;1
19754;23;10;54;5,0;267;0;0;1;6;3
18081;21;11;8;2,0;232;0;1;0;1;1
42529;19;2;1;1,0;70;1;3;1;5;1
40968;17;0;9;0,5;121;0;2;1;3;2
531;1;10;14;1,0;206;0;3;1;5;1
10768;11;21;46;2,0;172;0;1;1;0;1
45169;22;7;50;1,0;212;0;3;1;0;2
40565;16;11;16;2,0;232;1;1;1;2;2
30377;4;22;56;2,0;301;0;1;1;1;1
22231;26;19;18;0,5;261;1;2;2;2;1
33821;8;8;39;1,0;178;0;3;1;0;1
43405;20;3;23;1,0;46;0;3;2;6;1
38940;14;8;45;1,0;248;0;3;2;4;3
45246;22;10;21;1,0;210;0;3;2;0;4
9812;10;19;53;1,0;38;0;3;1;4;3
11054;12;6;6;1,0;405;1;3;1;2;1
38398;13;17;25;1,0;49;0;3;2;6;1
42265;18;18;4;5,0;105;0;0;2;1;1
31596;6;2;32;1,0;19;0;3;2;6;2
16263;18;20;48;0,5;208;0;2;2;0;1
7034;7;21;16;2,0;300;0;1;2;1;2
5802;6;12;1;5,0;107;0;0;1;3;1
41525;17;21;11;1,0;222;0;3;1;3;1
36239;11;11;0;1,0;113;0;3;0;1;1
36102;11;7;58;0,5;68;0;2;2;1;3
20741;24;16;24;5,0;237;0;0;1;4;1
29940;4;13;27;1,0;203;0;3;2;1;3
49516;27;23;52;1,0;130;0;3;1;6;1
3217;3;17;34;5,0;234;1;0;0;4;2
16949;19;19;52;0,5;143;0;2;2;2;1
175;1;3;22;1,0;85;1;3;0;5;3
42102;18;13;29;1,0;105;0;3;1;1;1
36388;11;14;42;0,5;124;0;2;1;1;1
41931;18;9;3;1,0;240;0;3;1;1;5
31507;6;0;40;0,5;422;0;2;1;6;1
19314;22;21;52;0,5;97;0;2;1;5;1
39245;14;18;26;1,0;54;0;3;0;4;2
42617;19;4;23;0,5;137;0;2;1;5;1
744;1;14;8;0,5;181;0;2;2;5;1
39716;15;9;25;1,0;421;1;3;0;0;1
35646;10;17;58;1,0;153;0;3;0;3;2
44290;21;4;7;2,0;236;0;1;1;4;1
41504;17;20;24;0,5;191;0;2;1;3;1
22801;27;17;30;1,0;92;1;3;2;3;2
7703;8;13;21;0,5;117;0;2;1;5;1
20271;24;1;58;1,0;39;1;3;2;4;5
49908;28;11;35;1,0;154;0;3;1;4;4
36543;11;18;19;0,5;164;1;2;0;1;2
2570;3;3;17;2,0;6;0;1;1;4;1
46552;24;6;41;1,0;184;1;3;2;3;1
11845;13;10;51;0,5;241;0;2;1;3;1
2519;3;2;18;5,0;192;1;0;1;4;1
37460;12;18;7;1,0;214;0;3;1;5;8
5058;5;13;34;5,0;255;0;0;2;2;2
40958;16;23;41;2,0;53;0;1;1;2;1
23032;28;2;20;1,0;153;0;3;1;1;2
1957;2;14;54;0,5;213;0;2;1;6;5
48215;26;10;49;0,5;325;1;2;1;5;2
30350;4;22;31;2,0;169;0;1;1;1;1
24104;29;9;19;1,0;271;1;3;1;5;2
12023;13;17;29;0,5;276;0;2;2;3;1
7095;7;22;48;2,0;53;0;1;2;1;3
15426;17;17;38;0,5;334;0;2;0;4;3
15674;18;2;12;2,0;214;0;1;2;0;1
38734;14;3;1;0,5;124;0;2;1;4;3
26799;1;11;56;0,5;218;0;2;2;0;1
1574;2;7;1;1,0;252;0;3;1;6;3
33207;7;17;22;1,0;163;0;3;2;4;2
9541;10;12;41;1,0;186;0;3;2;4;1
29861;4;11;49;1,0;347;0;3;2;1;2
42522;19;1;41;2,0;254;0;1;0;5;2
21455;25;14;59;1,0;184;1;3;1;0;1
22511;27;5;33;1,0;86;0;3;2;3;1
3223;3;17;40;1,0;374;0;3;2;4;2
37238;12;12;28;1,0;204;1;3;1;5;1
8457;9;8;16;2,0;235;1;1;1;6;1
21313;25;9;42;0,5;198;0;2;0;0;2
33404;7;22;5;1,0;58;0;3;0;4;1
15512;17;21;5;0,5;102;0;2;2;4;1
1927;2;14;14;0,5;199;0;2;0;6;1
33504;8;0;34;1,0;116;0;3;1;0;1
23334;28;11;17;2,0;244;0;1;1;1;1
29284;3;22;43;2,0;304;0;1;0;3;2
24584;29;22;2;1,0;23;0;3;0;5;3
4488;4;22;34;1,0;170;0;3;2;0;1
11088;12;6;59;0,5;160;0;2;2;2;1
31928;6;10;33;0,5;277;0;2;1;6;1
26165;31;20;59;0,5;28;0;2;1;4;1
44631;21;14;8;0,5;34;0;2;1;4;3
8058;8;21;39;1,0;137;0;3;2;5;1
10483;11;13;43;0,5;242;0;2;0;0;1
1842;2;12;38;1,0;232;0;3;1;6;2
38567;13;22;21;1,0;135;0;3;1;6;1
5690;6;8;58;0,5;160;1;2;0;3;2
39594;15;5;16;0,5;197;1;2;1;0;1
38527;13;21;1;1,0;371;1;3;1;6;1
1601;2;7;32;1,0;243;0;3;0;6;1
18511;21;22;58;1,0;219;0;3;0;1;1
30244;4;20;9;5,0;217;1;0;1;1;2
24659;30;0;7;0,5;204;0;2;1;6;1
24179;29;11;18;1,0;260;1;3;1;5;2
32853;7;8;11;1,0;161;1;3;0;4;1
43620;20;10;3;0,5;30;0;2;1;6;2
24337;29;15;36;1,0;129;1;3;0;5;1
48617;26;21;52;2,0;288;0;1;1;5;1
44903;21;22;53;5,0;328;0;0;2;4;1
25090;30;12;44;1,0;251;0;3;1;6;1
22720;27;14;17;1,0;299;0;3;0;3;1
3244;3;18;6;1,0;177;0;3;0;4;1
22327;26;22;56;1,0;182;0;3;2;2;1
42984;19;14;44;5,0;306;1;0;2;5;1
30330;4;21;58;1,0;328;0;3;1;1;2
18283;21;17;11;1,0;313;0;3;0;1;1
44135;21;0;12;1,0;96;0;3;2;4;1
49457;27;22;14;1,0;129;1;3;1;6;1
41841;18;6;19;5,0;139;0;0;1;1;1
26056;31;17;41;0,5;229;0;2;1;4;1
3962;4;9;58;1,0;264;0;3;1;0;2
21741;26;0;45;0,5;216;0;2;2;2;1
849;1;16;17;1,0;231;1;3;1;5;5
11818;13;9;39;1,0;65;1;3;1;3;2
30367;4;22;45;1,0;222;1;3;2;1;1
10022;11;0;40;1,0;138;0;3;1;0;1
45129;22;6;20;0,5;56;0;2;0;0;3
30606;5;4;6;1,0;146;0;3;1;5;1
16516;19;5;37;0,5;292;0;2;1;2;1
14144;16;5;41;0,5;202;0;2;2;6;1
24418;29;17;39;1,0;123;1;3;1;5;1
1304;2;1;17;1,0;41;0;3;2;6;2
3019;3;13;5;1,0;311;0;3;1;4;2
36655;11;21;19;1,0;169;0;3;2;1;5
14546;16;16;58;1,0;153;0;3;1;6;1
32200;6;16;51;5,0;229;0;0;1;6;1
1233;1;23;29;1,0;45;0;3;1;5;1
11992;13;16;10;1,0;143;0;3;1;3;2
36893;12;3;28;1,0;295;0;3;1;5;1
46324;23;21;52;1,0;305;0;3;1;2;1
15918;18;10;56;1,0;279;0;3;1;0;1
24112;29;9;33;1,0;272;0;3;1;5;2
34144;8;17;31;1,0;104;0;3;1;0;1
31978;6;11;40;0,5;156;0;2;1;6;1
49954;28;12;47;0,5;213;0;2;0;4;2
40859;16;20;6;1,0;147;0;3;0;2;1
424;1;8;13;1,0;89;0;3;1;5;1
32246;6;18;12;0,5;225;0;2;2;6;1
16879;19;17;24;1,0;338;0;3;1;2;2
13083;15;1;13;1,0;320;0;3;2;5;1
28095;2;16;54;1,0;377;0;3;1;2;4
31004;5;13;14;0,5;210;0;2;1;5;3
4118;4;13;57;1,0;304;0;3;1;0;3
27648;2;6;17;1,0;87;0;3;0;2;4
809;1;15;26;1,0;291;1;3;1;5;4
24274;29;13;57;0,5;301;1;2;0;5;2
28517;3;3;8;1,0;164;0;3;1;3;2
47363;25;11;0;1,0;24;0;3;2;1;1
39020;14;11;18;1,0;121;0;3;0;4;2
15067;17;7;22;5,0;254;0;0;0;4;1
46289;23;20;59;0,5;201;0;2;1;2;1
19725;23;10;6;1,0;170;0;3;1;6;1
11252;12;12;19;1,0;454;0;3;2;2;2
42396;18;22;3;0,5;338;1;2;1;1;2
44583;21;12;37;0,5;30;1;2;1;4;2
40425;16;6;36;1,0;372;0;3;1;2;1
1208;1;23;1;0,5;419;0;2;2;5;3
11203;12;10;35;0,5;156;0;2;1;2;1
23867;29;2;38;0,5;191;0;2;1;5;1
42130;18;14;21;0,5;21;0;2;1;1;1
42516;19;1;31;1,0;183;0;3;1;5;3
49967;28;13;4;1,0;99;0;3;2;4;3
50154;28;18;37;1,0;246;0;3;0;4;2
45190;22;8;29;1,0;238;0;3;1;0;1
47218;25;7;0;1,0;120;0;3;1;1;4
25977;31;15;32;1,0;173;0;3;1;4;1
17098;20;0;45;1,0;141;1;3;1;3;1
24332;29;15;21;5,0;438;0;0;1;5;2
50078;28;16;18;1,0;294;0;3;1;4;3
35316;10;5;56;0,5;259;0;2;1;3;1
14244;16;8;38;0,5;355;0;2;1;6;2
49353;27;19;5;5,0;92;1;0;0;6;1
37915;13;5;14;5,0;290;0;0;0;6;2
35550;10;14;58;2,0;75;0;1;0;3;1
1929;2;14;17;0,5;378;1;2;2;6;1
33612;8;3;16;1,0;272;1;3;1;0;1
37048;12;6;52;0,5;89;0;2;2;5;1
14392;16;12;52;1,0;234;1;3;1;6;2
43402;20;3;17;1,0;351;0;3;1;6;2
22729;27;14;43;0,5;267;0;2;1;3;4
49511;27;23;46;1,0;7;0;3;1;6;1
42199;18;16;26;5,0;26;1;0;1;1;1
11780;13;7;59;1,0;286;0;3;0;3;1
25946;31;14;29;2,0;283;0;1;1;4;1
38761;14;3;41;1,0;108;0;3;0;4;1
27051;1;17;6;0,5;178;0;2;2;0;2
18992;22;12;55;0,5;211;0;2;2;5;2
24401;29;17;11;1,0;145;0;3;1;5;1
5701;6;9;12;0,5;276;0;2;0;3;2
25564;31;3;1;1,0;67;0;3;2;4;1
2216;2;20;20;1,0;214;0;3;1;6;1
25073;30;12;13;5,0;169;0;0;1;6;1
11320;12;14;39;1,0;457;1;3;0;2;1
31458;5;23;31;1,0;264;0;3;1;5;4
22966;28;0;9;2,0;382;1;1;0;1;1
37463;12;18;9;2,0;206;1;1;0;5;2
29867;4;11;58;1,0;72;0;3;1;1;1
16314;18;22;43;0,5;238;0;2;1;0;1
4568;5;0;21;5,0;93;0;0;1;2;1
28844;3;11;42;1,0;282;0;3;0;3;1
29690;4;8;0;0,5;193;0;2;1;1;2
31869;6;9;13;1,0;59;1;3;1;6;2
18359;21;19;0;1,0;92;0;3;1;1;1
6599;7;11;2;0,5;72;0;2;2;1;3
1847;2;12;44;1,0;90;0;3;2;6;2
881;1;16;50;1,0;271;1;3;1;5;2
15615;18;0;26;1,0;163;0;3;1;0;1
6063;6;20;51;1,0;194;0;3;1;3;1
2188;2;19;52;1,0;82;0;3;1;6;1
47569;25;17;4;1,0;169;1;3;1;1;1
21481;25;15;50;0,5;123;0;2;0;0;1
36409;11;15;18;2,0;80;0;1;1;1;2
41001;17;1;41;2,0;211;1;1;1;3;1
17330;20;9;18;5,0;206;1;0;1;3;1
2781;3;7;46;2,0;328;1;1;1;4;2
38474;13;19;27;1,0;230;0;3;1;6;3
49900;28;11;22;1,0;112;0;3;1;4;2
42801;19;9;29;0,5;163;0;2;1;5;1
45661;23;0;27;0,5;100;1;2;2;2;1
18561;22;0;8;1,0;350;0;3;1;5;1
2560;3;3;6;1,0;108;0;3;2;4;1
16216;18;19;31;0,5;399;1;2;1;0;4
30282;4;20;57;1,0;97;1;3;1;1;1
