;day;hour;minute;fail_fee;amount;3D_secured;encoded_PSP;encoded_card;encoded_weekday;current_number_of_try
49422;26;21;17;1;269;0;3;2;6;0
34111;7;16;54;1;301;1;3;2;0;0
24935;29;7;58;1;302;1;3;2;6;1
33542;7;1;23;0;241;0;2;1;0;0
40302;15;2;16;1;280;1;3;2;2;0
17013;18;21;53;1;96;1;3;1;2;0
14860;16;1;23;2;173;0;1;0;4;3
25535;30;2;6;1;121;0;3;1;4;2
3086;2;14;46;1;164;0;3;0;4;2
19338;21;22;36;0;148;0;2;1;5;0
30340;3;22;11;1;270;0;3;1;1;2
32486;5;23;15;2;205;0;1;1;6;1
10246;10;6;34;1;365;0;3;0;0;0
32708;6;4;53;1;121;0;3;1;4;1
22981;27;0;35;2;159;0;1;1;1;0
44242;20;2;52;2;181;0;1;1;4;0
23100;27;4;6;2;158;0;1;0;1;1
17748;20;1;52;0;351;0;2;1;1;0
30995;4;13;4;1;199;1;3;0;5;0
28894;2;12;51;0;125;0;2;0;3;2
40470;15;8;12;2;193;1;1;1;2;3
2504;2;2;4;1;362;0;3;1;4;6
31828;5;8;10;1;189;0;3;2;6;0
21148;24;4;9;0;263;1;2;1;0;0
40794;15;17;50;2;217;1;1;1;2;3
8389;8;5;58;2;69;0;1;1;6;0
25744;30;8;2;0;257;0;2;2;4;0
24970;29;9;20;1;185;0;3;1;6;1
38846;13;6;8;1;180;0;3;1;4;1
20099;22;20;28;0;314;0;2;1;6;0
28184;1;18;54;2;351;1;1;2;2;0
45658;22;0;8;0;205;0;2;1;2;2
23088;27;3;48;1;27;0;3;1;1;1
16560;18;6;56;1;107;1;3;2;2;1
23659;27;20;25;1;244;0;3;1;1;0
31147;4;16;24;2;115;0;1;1;5;2
2234;1;20;39;1;196;1;3;1;6;0
12355;13;5;32;2;211;0;1;1;1;0
21536;24;17;54;1;163;0;3;2;0;5
45709;22;2;1;0;87;1;2;1;2;0
43312;19;0;56;1;128;0;3;1;6;0
37042;11;6;42;0;197;0;2;2;5;1
43534;19;7;24;1;209;0;3;0;6;0
40496;15;8;58;1;176;1;3;2;2;0
24883;29;6;18;1;175;1;3;1;6;0
5769;5;11;1;2;147;0;1;1;3;2
19701;22;9;31;2;274;1;1;0;6;0
20547;23;10;6;2;95;1;1;1;4;2
36016;10;5;48;2;371;0;1;1;1;0
22068;25;13;3;1;141;0;3;0;2;0
20130;22;21;17;1;122;0;3;2;6;1
26255;30;23;38;2;23;0;1;0;4;0
10666;10;19;25;1;330;0;3;1;0;2
1327;1;1;52;2;127;1;1;2;6;0
6613;6;11;24;1;174;0;3;1;1;1
24180;28;11;19;0;254;1;2;1;5;2
30635;4;4;44;1;267;0;3;1;5;0
3276;2;18;34;1;158;0;3;1;4;3
42170;17;15;44;1;273;0;3;1;1;0
15720;17;3;51;1;235;0;3;1;0;1
8083;7;22;19;2;250;0;1;1;5;0
26675;0;9;15;1;145;0;3;1;0;1
500;0;9;45;0;107;0;2;2;5;3
39687;14;8;25;1;90;1;3;0;0;4
2335;1;22;58;0;53;0;2;1;6;0
39550;14;3;55;1;302;1;3;2;0;1
42958;18;13;55;0;46;0;2;1;5;0
11465;11;19;29;0;179;0;2;2;2;1
9886;9;21;35;0;131;1;2;1;4;0
5475;5;1;44;2;176;0;1;0;3;1
12925;13;21;17;0;376;0;2;1;1;0
16652;18;10;2;2;191;0;1;0;2;2
518;0;10;1;0;140;1;2;2;5;1
32151;5;15;28;1;160;1;3;0;6;1
7159;7;0;23;1;219;0;3;1;5;1
37752;12;1;10;1;310;0;3;0;6;3
6360;6;4;45;0;274;0;2;1;1;5
47097;24;3;46;1;272;0;3;1;1;3
26583;0;7;6;2;317;0;1;1;0;0
2358;1;23;13;1;150;0;3;1;6;5
22407;26;1;25;1;100;0;3;0;3;0
31280;4;19;13;0;95;0;2;1;5;0
6654;6;12;31;0;92;1;2;2;1;1
46885;23;20;35;0;242;0;2;1;3;1
19843;22;13;33;0;179;0;2;1;6;0
35085;8;21;55;0;134;0;2;1;2;0
4965;4;10;45;0;127;0;2;1;2;1
39259;13;18;50;1;87;0;3;1;4;0
37808;12;2;36;1;504;0;3;1;6;2
17594;19;20;37;0;242;1;2;1;3;0
11371;11;16;6;0;218;0;2;2;2;1
13073;14;0;58;1;221;0;3;2;5;1
33853;7;9;29;1;204;1;3;1;0;0
8495;8;8;57;1;199;0;3;1;6;0
6218;6;1;26;3;134;0;0;1;1;0
25236;29;16;59;0;23;0;2;2;6;1
40434;15;7;5;0;88;0;2;0;2;0
33143;6;15;43;1;494;0;3;1;4;1
44792;20;19;1;1;189;0;3;2;4;1
50204;27;20;7;2;351;0;1;1;4;0
15634;17;0;59;0;186;1;2;1;0;0
1769;1;11;12;1;243;0;3;2;6;0
26283;0;0;25;1;197;0;3;2;0;0
21260;24;8;7;1;280;1;3;1;0;0
16137;17;17;9;0;367;0;2;2;0;1
40175;14;22;1;1;225;0;3;0;0;1
7626;7;11;23;1;119;0;3;2;5;0
48166;25;9;40;0;221;1;2;2;5;0
41790;17;5;3;0;3;0;2;1;1;3
1499;1;5;42;0;223;1;2;1;6;0
38253;12;13;42;1;211;0;3;2;6;1
27835;1;11;41;2;209;0;1;1;2;0
46394;23;0;10;1;332;0;3;2;3;0
21264;24;8;11;0;346;0;2;1;0;0
21302;24;9;26;0;241;0;2;1;0;2
33944;7;11;45;1;191;0;3;1;0;2
31423;4;22;42;2;295;0;1;1;5;0
45920;22;9;2;1;229;0;3;2;2;0
40592;15;12;10;2;113;1;1;1;2;0
37318;11;14;20;2;290;0;1;0;5;1
28500;2;2;34;0;189;0;2;1;3;0
37750;12;1;9;2;310;0;1;0;6;1
34593;8;6;13;1;140;1;3;1;2;1
39455;14;1;1;1;84;0;3;0;0;0
15648;17;1;17;1;281;0;3;2;0;0
160;0;2;58;2;76;1;1;1;5;4
29178;2;20;1;0;226;0;2;1;3;0
22061;25;12;54;2;305;1;1;1;2;2
22150;25;16;17;1;105;0;3;0;2;0
26563;0;6;42;1;46;1;3;1;0;0
2995;2;12;26;1;208;0;3;0;4;1
28368;1;22;49;1;347;1;3;0;2;3
35907;10;2;41;1;214;0;3;0;1;1
33166;6;16;28;1;121;0;3;1;4;0
35006;8;19;13;0;177;1;2;1;2;0
48505;25;18;40;1;245;0;3;1;5;0
27371;0;23;57;1;152;0;3;1;0;3
29974;3;14;9;1;207;0;3;2;1;3
45854;22;6;37;2;146;0;1;1;2;0
35350;9;7;11;1;175;1;3;2;3;0
20455;23;7;23;0;162;1;2;1;4;1
10306;10;8;15;1;99;0;3;0;0;1
12943;13;21;37;2;291;1;1;1;1;0
24723;29;2;6;1;258;0;3;2;6;0
14877;16;1;44;0;156;1;2;1;4;1
47112;24;4;6;0;164;0;2;1;1;5
40487;15;8;43;3;296;1;0;2;2;0
47160;24;5;20;0;139;0;2;2;1;1
27799;1;10;37;1;327;1;3;1;2;0
37209;11;11;42;1;244;0;3;1;5;0
15903;17;10;31;1;77;0;3;0;0;1
25469;29;23;40;2;366;0;1;1;6;0
40195;14;22;39;1;294;0;3;1;0;3
45404;21;15;15;2;248;1;1;2;0;0
44433;20;8;15;3;45;1;0;1;4;0
38488;12;19;48;2;378;0;1;1;6;0
32780;6;6;24;1;273;1;3;1;4;0
30289;3;21;7;1;249;0;3;0;1;1
9907;9;22;6;1;180;0;3;1;4;1
366;0;7;22;0;257;1;2;2;5;3
31087;4;15;3;0;99;0;2;2;5;2
18910;21;10;7;2;154;0;1;1;5;2
49784;27;7;43;1;167;0;3;1;4;2
43064;18;16;38;0;273;0;2;0;5;1
44832;20;20;32;0;217;1;2;1;4;0
5203;4;17;45;1;127;0;3;1;2;0
28658;2;6;33;1;452;0;3;1;3;0
42118;17;13;58;2;126;0;1;1;1;1
45664;22;0;39;2;301;0;1;1;2;0
31495;5;0;25;1;91;0;3;1;6;1
5095;4;14;28;2;75;0;1;1;2;0
18072;20;10;49;1;79;0;3;2;1;2
13708;14;17;4;3;120;0;0;1;5;1
44667;20;15;9;2;346;0;1;1;4;0
20998;23;23;58;1;248;0;3;1;4;1
12125;12;22;18;1;44;0;3;2;3;1
23533;27;16;21;0;144;0;2;1;1;1
37970;12;6;30;2;331;1;1;1;6;0
2665;2;5;27;3;173;0;0;1;4;2
47341;24;10;11;2;285;0;1;1;1;0
16925;18;19;8;1;42;1;3;2;2;0
41100;16;5;24;0;89;0;2;0;3;0
31253;4;18;32;0;484;1;2;1;5;0
30694;4;6;12;0;150;1;2;1;5;1
10215;10;5;47;3;194;1;0;0;0;1
48037;25;6;23;0;365;0;2;1;5;0
164;0;3;2;1;329;0;3;1;5;0
38122;12;10;16;1;281;0;3;1;6;0
1852;1;12;48;2;255;0;1;2;6;2
43357;19;2;10;1;29;0;3;1;6;0
44249;20;3;4;3;257;0;0;1;4;1
47732;24;21;51;2;275;0;1;1;1;0
16120;17;16;48;1;115;0;3;1;0;0
10663;10;19;23;1;256;0;3;1;0;2
7862;7;16;43;2;440;0;1;1;5;0
4787;4;6;22;0;283;0;2;1;2;2
23471;27;14;49;2;260;1;1;1;1;0
16638;18;9;42;3;86;0;0;2;2;0
26925;0;14;22;1;281;1;3;0;0;0
36573;10;19;19;1;148;0;3;2;1;3
25878;30;12;9;2;196;0;1;1;4;1
4474;3;22;16;0;360;0;2;1;0;0
8261;8;2;43;0;161;0;2;1;6;0
10611;10;17;19;2;110;0;1;2;0;0
12279;13;3;7;1;249;0;3;1;1;0
12572;13;11;36;1;65;0;3;2;1;0
35684;9;19;48;3;106;1;0;1;3;0
33701;7;5;16;0;82;0;2;1;0;0
4355;3;19;30;1;254;0;3;2;0;0
28887;2;12;47;3;91;0;0;2;3;2
41788;17;5;1;0;3;0;2;1;1;1
11687;12;4;51;1;120;0;3;1;3;0
24283;28;14;10;1;61;0;3;1;5;0
47623;24;18;55;0;348;0;2;1;1;0
45178;21;8;6;0;329;1;2;2;0;0
16238;17;20;2;2;260;1;1;2;0;2
15263;16;12;51;1;247;0;3;2;4;1
22315;25;22;23;1;309;0;3;0;2;1
44176;20;1;16;0;238;0;2;0;4;0
15554;16;22;13;2;169;0;1;0;4;0
11066;11;6;21;1;356;0;3;1;2;5
8262;8;2;46;1;222;1;3;1;6;0
33805;7;8;14;1;291;0;3;2;0;3
21859;25;5;25;1;177;0;3;0;2;0
27280;0;22;10;0;199;0;2;0;0;0
22380;26;0;32;1;92;1;3;2;3;1
36400;10;15;3;0;122;0;2;1;1;1
4415;3;20;55;2;316;0;1;1;0;0
3247;2;18;7;1;171;0;3;0;4;3
49240;26;15;46;1;357;0;3;2;6;1
15136;16;9;4;2;9;0;1;0;4;1
43811;19;15;11;2;215;1;1;0;6;0
19684;22;9;1;1;110;1;3;1;6;0
17336;19;9;35;1;197;0;3;0;3;1
47724;24;21;39;0;243;0;2;2;1;1
49071;26;11;2;1;26;0;3;2;6;1
5000;4;12;8;0;217;1;2;0;2;1
40723;15;15;44;1;128;0;3;1;2;1
38335;12;15;32;1;224;0;3;0;6;0
23915;28;3;38;0;24;0;2;0;5;0
47685;24;20;35;1;196;1;3;1;1;0
37501;11;18;55;2;227;0;1;1;5;0
44060;19;21;59;2;133;0;1;2;6;1
28413;2;0;14;0;82;0;2;1;3;0
27273;0;22;2;0;253;0;2;1;0;0
26862;0;12;59;1;169;0;3;0;0;0
13778;14;18;59;1;275;0;3;1;5;0
8685;8;13;44;0;189;0;2;2;6;1
48026;25;6;5;1;90;0;3;1;5;0
14990;16;4;44;0;125;0;2;2;4;1
9039;8;23;8;0;215;0;2;1;6;1
13636;14;15;13;0;155;0;2;1;5;1
16208;17;19;22;2;313;0;1;1;0;0
23035;27;2;22;0;208;0;2;1;1;1
14609;15;18;55;0;81;0;2;1;6;1
11170;11;9;27;2;251;0;1;1;2;0
48420;25;16;14;3;136;0;0;1;5;0
21831;25;4;29;1;331;0;3;2;2;0
42367;17;21;13;1;39;0;3;1;1;0
28842;2;11;39;1;120;0;3;1;3;0
6506;6;8;51;1;151;0;3;1;1;2
37482;11;18;33;2;166;0;1;2;5;0
8366;8;5;16;1;125;1;3;1;6;0
25909;30;13;13;2;59;0;1;1;4;0
23232;27;8;24;1;145;0;3;1;1;0
17096;19;0;42;0;44;0;2;0;3;0
45656;22;0;7;1;205;0;3;1;2;0
3936;3;9;11;1;291;0;3;2;0;4
10176;10;4;45;2;240;0;1;2;0;0
2804;2;8;3;0;272;0;2;1;4;7
8043;7;21;16;1;155;1;3;1;5;0
12703;13;15;29;1;138;0;3;1;1;5
3046;2;13;43;0;96;0;2;1;4;2
33959;7;12;13;0;282;1;2;2;0;1
39750;14;10;19;1;161;1;3;2;0;1
7077;6;22;11;1;275;0;3;0;1;0
22459;26;3;20;1;111;1;3;0;3;0
28570;2;4;25;1;192;0;3;0;3;0
17335;19;9;35;1;197;0;3;0;3;0
8728;8;14;50;0;386;0;2;2;6;0
39699;14;8;51;2;295;0;1;1;0;0
14801;15;23;53;1;194;0;3;2;6;0
32076;5;13;46;0;132;0;2;1;6;3
44195;20;1;40;3;182;0;0;1;4;0
33236;6;17;57;0;220;0;2;1;4;0
13012;13;23;30;0;55;0;2;2;1;0
26558;0;6;31;0;145;0;2;1;0;1
22483;26;4;5;1;147;0;3;2;3;2
15846;17;8;29;0;107;0;2;1;0;0
4257;3;17;9;0;244;0;2;1;0;0
45783;22;4;33;1;137;0;3;1;2;0
47400;24;11;59;2;253;0;1;1;1;1
29146;2;19;15;1;291;0;3;1;3;0
1310;1;1;24;1;175;1;3;0;6;1
44815;20;19;53;1;376;1;3;2;4;0
5054;4;13;31;3;69;0;0;2;2;0
22289;25;21;44;1;369;0;3;2;2;1
3251;2;18;10;3;451;1;0;1;4;2
14281;15;9;27;1;177;1;3;1;6;2
45006;21;2;13;3;107;1;0;0;0;0
48653;25;22;45;1;189;0;3;0;5;0
28123;1;17;29;0;345;0;2;1;2;1
36079;10;7;22;1;222;0;3;0;1;1
12057;12;19;2;3;197;1;0;1;3;0
37197;11;11;22;1;104;0;3;2;5;2
18371;20;19;20;0;348;0;2;0;1;0
32548;6;0;49;1;91;0;3;1;4;2
48560;25;20;16;2;119;1;1;2;5;0
1473;1;4;57;1;119;0;3;1;6;0
8758;8;15;40;1;238;0;3;2;6;0
38063;12;9;4;0;224;0;2;2;6;0
21196;24;5;46;2;194;0;1;1;0;0
10401;10;11;3;1;245;0;3;2;0;0
19213;21;19;24;0;292;1;2;0;5;2
23707;27;21;44;1;341;0;3;1;1;0
23395;27;12;46;1;22;0;3;1;1;7
46077;22;14;12;1;205;1;3;1;2;5
31543;5;1;18;1;214;1;3;1;6;0
13955;14;23;39;1;154;1;3;0;5;3
8699;8;14;0;1;87;0;3;2;6;2
42427;17;22;57;0;145;0;2;1;1;0
29533;3;4;39;0;56;1;2;2;1;0
48911;26;5;51;1;241;0;3;1;6;3
26261;30;23;44;2;23;0;1;2;4;0
3526;2;23;50;2;227;0;1;2;4;0
36869;11;2;38;1;164;0;3;2;5;0
10027;10;0;49;1;207;1;3;1;0;0
18260;20;16;43;1;31;0;3;2;1;0
17245;19;6;31;1;215;0;3;2;3;1
14618;15;19;8;1;29;1;3;0;6;6
37956;12;6;6;1;272;0;3;1;6;1
47737;24;21;57;2;279;0;1;2;1;0
21651;24;21;50;2;156;1;1;1;0;0
10782;10;22;14;1;222;1;3;1;0;0
12134;12;22;41;0;395;1;2;1;3;4
14984;16;4;30;1;147;1;3;1;4;2
44741;20;17;20;1;394;1;3;1;4;3
24215;28;12;13;1;32;0;3;1;5;1
22308;25;22;13;1;201;0;3;1;2;0
17167;19;3;46;0;256;0;2;1;3;1
2596;2;3;45;1;140;1;3;1;4;0
32568;6;1;21;1;192;0;3;1;4;0
35928;10;3;23;1;32;0;3;2;1;0
4797;4;6;39;1;384;0;3;1;2;1
13414;14;9;14;1;320;0;3;1;5;2
20872;23;20;26;2;317;1;1;2;4;2
13336;14;7;25;2;175;0;1;1;5;2
16761;18;13;34;0;157;1;2;2;2;0
16741;18;12;44;1;254;1;3;1;2;0
34810;8;13;18;0;136;1;2;0;2;0
48554;25;20;10;1;120;0;3;1;5;0
8724;8;14;46;0;177;0;2;0;6;0
14685;15;20;45;2;197;1;1;0;6;0
32094;5;14;12;1;111;0;3;1;6;4
33368;6;21;20;0;114;0;2;2;4;1
7504;7;8;48;0;35;0;2;2;5;6
10426;10;11;50;1;76;0;3;1;0;0
20449;23;7;5;0;159;1;2;1;4;0
14319;15;10;23;1;65;0;3;2;6;0
10384;10;10;23;1;143;0;3;1;0;0
184;0;3;32;3;56;0;0;1;5;6
4352;3;19;27;2;179;1;1;1;0;0
48904;26;5;45;1;218;1;3;2;6;0
23528;27;16;15;1;199;0;3;1;1;0
49649;27;3;35;1;272;0;3;2;4;0
22448;26;3;5;0;277;1;2;0;3;1
24194;28;11;36;1;183;0;3;1;5;1
15154;16;9;42;1;25;0;3;2;4;0
43310;19;0;52;2;29;1;1;2;6;0
45642;21;23;34;2;122;0;1;0;0;1
48315;25;13;5;0;138;0;2;1;5;1
25138;29;14;24;2;168;0;1;2;6;0
25189;29;15;46;1;117;0;3;1;6;0
2427;2;0;25;1;210;0;3;1;4;0
36717;10;22;52;2;244;0;1;1;1;0
35515;9;13;46;1;280;0;3;1;3;1
46480;23;3;27;1;19;1;3;0;3;0
47059;24;2;45;1;150;0;3;1;1;0
21307;24;9;30;1;325;1;3;1;0;1
47582;24;17;32;1;84;0;3;1;1;0
17211;19;5;18;1;188;0;3;1;3;1
23438;27;13;57;1;18;1;3;1;1;1
14708;15;21;9;1;198;0;3;1;6;3
30362;3;22;41;1;156;0;3;1;1;0
5385;4;23;7;2;298;0;1;1;2;0
43536;19;7;27;0;102;0;2;1;6;0
36109;10;8;14;1;95;0;3;1;1;0
36800;11;0;51;1;69;1;3;1;5;0
33964;7;12;18;1;328;0;3;1;0;2
18669;21;3;31;1;70;0;3;1;5;1
6473;6;7;46;1;184;1;3;1;1;0
25912;30;13;22;2;145;0;1;1;4;0
13690;14;16;32;1;21;1;3;0;5;1
32881;6;8;57;1;181;0;3;1;4;2
472;0;9;21;2;252;0;1;1;5;0
35764;9;22;49;1;81;0;3;1;3;0
4681;4;3;31;1;126;1;3;0;2;0
29798;3;10;32;0;22;1;2;2;1;0
34889;8;15;45;0;176;0;2;2;2;0
36103;10;8;2;0;180;0;2;1;1;0
39564;14;4;24;2;144;1;1;1;0;0
10357;10;9;25;1;182;1;3;1;0;4
10119;10;3;24;1;187;0;3;1;0;0
20511;23;9;12;1;72;0;3;1;4;1
33616;7;3;21;0;130;1;2;1;0;0
5049;4;13;16;1;206;0;3;0;2;0
44315;20;4;47;0;111;0;2;2;4;0
1528;1;6;7;1;217;1;3;1;6;2
15819;17;7;37;1;388;0;3;2;0;0
24956;29;8;42;1;120;0;3;1;6;1
3773;3;5;52;1;249;0;3;0;0;0
29696;3;8;1;0;187;0;2;1;1;7
19141;21;17;16;0;262;1;2;0;5;1
19919;22;15;24;1;207;0;3;1;6;0
2025;1;16;22;1;14;0;3;1;6;0
16519;18;5;40;1;160;0;3;1;2;0
29713;3;8;21;1;181;0;3;0;1;1
14735;15;21;52;0;319;0;2;1;6;0
41693;17;2;12;1;241;0;3;2;1;1
20320;23;3;12;1;156;0;3;0;4;1
35544;9;14;42;3;152;0;0;0;3;0
45440;21;16;27;0;288;0;2;2;0;1
12937;13;21;32;1;186;0;3;0;1;3
7116;6;23;13;0;125;1;2;2;1;0
8102;7;22;40;0;365;0;2;1;5;5
31139;4;16;15;1;251;0;3;0;5;0
36324;10;13;0;2;237;0;1;1;1;1
33952;7;11;59;1;107;0;3;1;0;0
26663;0;8;53;2;220;0;1;0;0;3
47307;24;9;27;1;160;0;3;1;1;1
42758;18;8;12;1;292;0;3;1;5;0
40070;14;19;14;1;263;0;3;2;0;0
3006;2;12;48;2;293;0;1;1;4;0
41217;16;10;38;1;306;0;3;1;3;0
6566;6;10;20;1;44;0;3;1;1;1
48203;25;10;35;2;161;0;1;0;5;0
11480;11;20;17;0;260;0;2;2;2;0
39247;13;18;28;0;179;0;2;1;4;1
425;0;8;17;1;59;1;3;1;5;0
14751;15;22;10;0;172;0;2;2;6;0
49390;26;20;17;1;271;0;3;1;6;3
21652;24;21;52;1;140;0;3;2;0;0
29954;3;13;39;1;119;1;3;1;1;5
4693;4;3;50;2;287;1;1;1;2;2
5316;4;21;11;1;138;0;3;1;2;2
23194;27;7;9;2;199;0;1;1;1;0
38538;12;21;22;1;153;0;3;1;6;0
16490;18;4;54;1;236;0;3;1;2;0
6856;6;17;37;1;276;0;3;0;1;1
7015;6;20;52;1;151;0;3;2;1;2
45567;21;20;27;1;228;0;3;0;0;0
4111;3;13;48;1;196;0;3;1;0;2
37391;11;16;22;1;218;0;3;1;5;5
24605;28;22;36;2;161;0;1;1;5;0
28234;1;20;5;1;40;0;3;1;2;1
25091;29;12;45;0;72;0;2;1;6;0
4799;4;6;40;2;384;0;1;1;2;3
37940;12;5;41;2;266;0;1;0;6;1
13582;14;13;39;1;29;0;3;2;5;0
44636;20;14;22;2;213;0;1;0;4;1
44397;20;7;4;1;248;0;3;1;4;0
47315;24;9;35;2;260;1;1;1;1;0
37786;12;2;5;1;222;1;3;0;6;0
45495;21;17;46;1;145;1;3;1;0;0
8700;8;14;3;1;142;0;3;1;6;0
49537;27;0;26;2;150;1;1;1;4;2
3123;2;15;38;1;206;0;3;1;4;0
10590;10;16;41;0;169;1;2;1;0;0
43063;18;16;38;1;273;0;3;0;5;0
32646;6;3;21;1;160;0;3;0;4;0
9305;9;6;33;1;125;0;3;1;4;1
7693;7;13;10;1;379;0;3;2;5;1
24949;29;8;26;2;80;1;1;2;6;0
49663;27;4;18;0;216;0;2;1;4;0
44119;19;23;26;1;206;0;3;1;6;5
16312;17;22;41;2;229;0;1;0;0;0
39241;13;18;22;2;208;0;1;0;4;0
30498;4;2;2;2;318;0;1;1;5;5
38105;12;9;48;1;228;1;3;1;6;0
17659;19;23;32;1;223;0;3;1;3;1
35559;9;15;23;0;159;0;2;2;3;0
45432;21;16;7;1;108;0;3;2;0;0
9901;9;22;0;2;325;0;1;1;4;0
26038;30;17;4;2;288;0;1;1;4;1
43781;19;14;16;0;280;0;2;2;6;2
39207;13;17;24;1;324;0;3;1;4;1
47855;25;1;8;1;224;0;3;0;5;0
27484;1;2;34;2;99;0;1;1;2;2
10757;10;21;27;1;224;0;3;1;0;0
49432;26;21;30;1;175;1;3;1;6;0
9054;8;23;30;1;167;1;3;1;6;4
10041;10;1;8;2;178;0;1;1;0;0
28892;2;12;51;1;125;0;3;0;3;0
40176;14;22;4;1;375;0;3;2;0;0
36248;10;11;7;0;221;1;2;1;1;0
26296;0;0;38;0;126;0;2;2;0;0
9364;9;8;1;1;158;0;3;1;4;0
39407;13;23;11;1;166;1;3;1;4;4
26975;0;15;38;2;30;1;1;1;0;3
20551;23;10;12;1;145;0;3;0;4;0
47103;24;3;55;0;109;0;2;2;1;0
4132;3;14;15;1;56;0;3;1;0;1
15752;17;5;17;1;206;1;3;1;0;0
16950;18;19;56;0;322;1;2;1;2;0
25357;29;20;45;0;250;0;2;2;6;0
31752;5;6;30;3;233;0;0;1;6;1
13494;14;11;3;1;226;0;3;2;5;1
39630;14;6;26;1;120;0;3;2;0;0
29040;2;16;32;3;76;1;0;0;3;1
44885;20;22;28;3;133;1;0;0;4;0
5381;4;23;3;3;224;0;0;1;2;3
5315;4;21;11;1;138;0;3;1;2;1
12420;13;7;38;1;98;0;3;2;1;4
32664;6;3;45;0;177;0;2;2;4;3
28531;2;3;24;0;123;0;2;1;3;0
48119;25;8;36;1;9;0;3;2;5;0
47812;24;23;57;1;97;0;3;1;1;0
43074;18;16;59;0;351;0;2;1;5;2
47552;24;16;24;1;191;0;3;1;1;1
9431;9;9;55;1;379;0;3;1;4;1
15827;17;7;45;0;215;0;2;2;0;0
15782;17;6;29;1;177;0;3;0;0;0
26219;30;22;28;1;271;0;3;1;4;0
18179;20;14;8;0;312;1;2;1;1;1
6834;6;17;5;1;268;1;3;2;1;0
30716;4;6;46;1;420;0;3;1;5;0
17441;19;13;31;1;228;0;3;1;3;0
10156;10;4;22;1;310;0;3;2;0;2
2629;2;4;23;1;154;1;3;0;4;0
7699;7;13;17;1;222;0;3;0;5;0
30473;4;1;42;1;294;0;3;1;5;0
26543;0;6;6;2;204;0;1;2;0;2
36437;10;15;58;0;195;0;2;2;1;0
4522;3;23;16;0;109;0;2;1;0;0
16829;18;16;0;0;237;0;2;1;2;0
34169;7;18;4;1;245;0;3;1;0;2
38112;12;9;54;1;262;0;3;2;6;4
28833;2;11;25;2;255;0;1;1;3;0
35632;9;17;37;0;110;0;2;1;3;0
2543;2;2;48;1;168;0;3;1;4;0
21007;24;0;22;1;263;0;3;1;0;0
10467;10;13;2;0;196;0;2;1;0;2
38449;12;18;54;1;293;0;3;1;6;2
24996;29;10;7;1;212;0;3;1;6;1
49934;27;12;20;1;193;1;3;2;4;1
16668;18;10;31;2;64;0;1;1;2;0
49818;27;8;31;1;305;1;3;2;4;2
15942;17;11;32;1;69;1;3;0;0;4
33766;7;6;51;3;305;0;0;1;0;0
39845;14;13;25;1;203;0;3;2;0;2
21404;24;12;42;2;173;0;1;1;0;0
35868;10;1;44;0;331;1;2;2;1;0
31909;5;10;12;1;320;0;3;1;6;0
7169;7;0;39;1;160;0;3;2;5;1
29354;3;0;55;2;161;0;1;2;1;0
12198;13;0;49;3;162;0;0;1;1;0
28410;2;0;1;0;60;0;2;0;3;0
17384;19;11;20;1;157;0;3;1;3;0
29945;3;13;32;1;471;0;3;2;1;2
30261;3;20;31;1;119;0;3;1;1;1
27821;1;11;14;1;227;0;3;1;2;0
23583;27;18;17;1;286;1;3;1;1;0
4533;3;23;28;1;190;0;3;1;0;2
19491;22;3;23;2;290;0;1;1;6;2
12942;13;21;35;1;186;0;3;0;1;8
30067;3;16;6;0;286;0;2;1;1;0
23914;28;3;36;1;254;0;3;1;5;0
20976;23;23;20;2;282;0;1;2;4;0
23424;27;13;36;2;282;0;1;1;1;1
9748;9;18;11;1;158;1;3;0;4;1
27967;1;14;11;1;172;0;3;0;2;1
8469;8;8;29;2;11;0;1;1;6;0
17809;20;3;49;1;156;0;3;1;1;3
21810;25;3;35;3;477;0;0;0;2;0
30237;3;19;59;2;168;0;1;2;1;3
2379;1;23;28;2;143;0;1;2;6;0
17545;19;18;15;3;245;0;0;2;3;0
111;0;1;59;1;184;0;3;0;5;4
14008;15;1;23;0;214;0;2;0;6;0
24726;29;2;6;1;258;0;3;2;6;3
23708;27;21;47;2;209;0;1;1;1;0
9388;9;8;39;0;192;0;2;1;4;0
28893;2;12;51;3;125;0;0;0;3;1
3546;3;0;25;1;143;1;3;1;0;2
4403;3;20;36;2;257;1;1;0;0;0
7393;7;6;7;1;250;0;3;1;5;0
30690;4;6;5;0;148;1;2;1;5;0
34142;7;17;29;1;302;0;3;0;0;1
37550;11;20;2;1;292;0;3;0;5;1
22542;26;6;31;1;108;1;3;1;3;1
25040;29;11;17;1;237;0;3;2;6;0
8347;8;4;45;1;301;0;3;1;6;1
5702;5;9;14;3;166;0;0;1;3;0
7120;6;23;14;0;125;1;2;2;1;4
23404;27;13;5;1;245;0;3;0;1;1
27383;1;0;14;0;303;1;2;1;2;1
371;0;7;26;0;444;0;2;2;5;0
41405;16;16;36;0;193;1;2;0;3;0
6259;6;2;22;1;250;0;3;1;1;0
15562;16;22;28;1;203;1;3;1;4;0
38981;13;10;5;1;240;0;3;1;4;0
5942;5;16;46;1;325;1;3;2;3;2
29654;3;7;17;1;112;1;3;1;1;1
38472;12;19;26;1;224;0;3;1;6;0
44552;20;11;38;0;321;1;2;1;4;0
25755;30;8;17;1;288;1;3;1;4;2
